,Unnamed: 0,act_number,tree_adress,Latitude,Longitude,tree_cut_requester,tree_characteristics,number,date,cutting_act,was_cut,date_number,date_UTF,tree_adress_shorten
349,349,"№ 3727
 від 31.05.18","м. Кропивницький вул. Академіка Тамма, 9",48.499367,32.2368773,КП «ЖЕО № 3» Міської ради міста Кропивницького,абрикос,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Академіка Тамма, 9"
350,350,"№ 3727
 від 31.05.18","м. Кропивницький вул. Академіка Тамма, 9",48.499515,32.236836100000005,КП «ЖЕО № 3» Міської ради міста Кропивницького,абрикос,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Академіка Тамма, 9"
351,351,"№ 3729
 від 31.05.18","м. Кропивницький вул. Соборна, 22-а",48.5023311,32.2475499,КП «ЖЕО № 3» Міської ради міста Кропивницького,верба плакуча,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Соборна, 22-а"
352,352,"№ 3730
 від 31.05.18","м. Кропивницький вул. Соборна, 23/34",48.50092249999739,32.2413276,КП «ЖЕО № 3» Міської ради міста Кропивницького,горіх,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Соборна, 23/34"
353,353,"№ 3731
 від 31.05.18","м. Кропивницький вул. Волкова, 14, корп. 2",48.50765879999925,32.223417100000006,КП «ЖЕО № 3» Міської ради міста Кропивницького,тополя,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Волкова, 14, корп. 2"
354,354,"№ 3732
 від 31.05.18","м. Кропивницький вул. Євгена Тельнова, 2-в",48.5018138,32.234137,КП «ЖЕО № 3» Міської ради міста Кропивницького,яблуня,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Євгена Тельнова, 2-в"
355,355,"№ 3733
 від 31.05.18","м. Кропивницький вул. Академіка Корольова, 3",48.503226,32.235916,ОЖБК,горіх,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Академіка Корольова, 3"
356,356,"№ 3734
 від 31.05.18","м. Кропивницький вул. Арсенія Тарковського, 2",48.51636,32.2783326,КП «ЖЕО № 2» Міської ради міста Кропивницького,черешня,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Арсенія Тарковського, 2"
357,357,"№ 3735
 від 31.05.18","м. Кропивницький вул. Архітектора Паученка, 51/44, уздовж дороги по вул. Архітектора Паученка",48.509305,32.271507,КП «ЖЕО № 2» Міської ради міста Кропивницького,акація,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Архітектора Паученка, 51/44, уздовж дороги по вул. Архітектора Паученка"
358,358,"№ 3735
 від 31.05.18","м. Кропивницький вул. Велика Перспективна, 25/34, у дворі уздовж паркану",48.5115872,32.268388,КП «ЖЕО № 2» Міської ради міста Кропивницького,тополя,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Велика Перспективна, 25/34, у дворі уздовж паркану"
359,359,"№ 3735
 від 31.05.18","м. Кропивницький вул. Архангельська, 65/108, уздовж дороги по вул. Архангельській",48.50504650000001,32.272234000000005,КП «ЖЕО № 2» Міської ради міста Кропивницького,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Архангельська, 65/108, уздовж дороги по вул. Архангельській"
360,360,"№ 3735
 від 31.05.18","м. Кропивницький вул. Пашутінська, 51-а",48.5083306,32.2683304,КП «ЖЕО № 2» Міської ради міста Кропивницького,каштан,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Пашутінська, 51-а"
361,361,"№ 3736
 від 31.05.18","м. Кропивницький вул. Гагаріна, 7",48.5138976,32.2693105,КП «ЖЕО № 2» Міської ради міста Кропивницького,берест,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Гагаріна, 7"
